,HBW,HTT,MMIPS,MET,MBW,MTT,RMIPS,RET,RBW,RTT,BBW,BTT,TT
1003,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1004,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1005,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1006,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1007,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1008,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1009,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1010,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1011,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1012,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1013,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1014,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1015,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1016,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1017,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1018,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1019,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1020,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1021,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1022,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1023,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1024,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1025,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1026,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Low
1027,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1028,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1029,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1030,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1031,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1032,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1033,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1034,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1035,High,Low,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,Low,Medium
1036,High,Low,Medium,Medium,Medium,Low,Low,Low,Low,Low,High,Low,Low
1037,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1038,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1039,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1040,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1041,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1042,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1043,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1044,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1045,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1046,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Low
1047,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1048,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1049,Low,High,Medium,Medium,Low,Low,High,High,Low,Medium,Low,High,High
1050,Low,High,Medium,Medium,Low,Low,Low,Low,Low,Medium,Low,High,Medium
1051,Low,High,Medium,Medium,Medium,Low,High,High,Low,High,Low,High,High
1052,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1053,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1054,High,Low,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,Low,Medium
1055,High,Low,Medium,Medium,Medium,Low,Low,Low,Low,Low,High,Low,Low
1056,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1057,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1058,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1059,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1060,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1061,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1062,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1063,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1064,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1065,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1066,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1067,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1068,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1069,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1070,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1071,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1072,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1073,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1074,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1075,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Low
1076,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1077,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1078,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1079,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1080,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1081,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1082,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1083,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1084,High,Low,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,Low,Medium
1085,High,Low,Medium,Medium,Medium,Low,Low,Low,Low,Low,High,Low,Low
1086,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1087,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1088,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1089,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1090,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1091,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1092,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1093,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1094,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1095,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1096,Low,High,Medium,Medium,Low,Medium,Medium,High,Low,High,Low,High,High
1097,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1098,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1099,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1100,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1101,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1102,Low,High,Medium,Medium,Medium,Low,High,High,Low,High,Low,High,High
1103,Low,High,Medium,Medium,Medium,Low,Low,Low,High,Low,Low,High,Medium
1104,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1105,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1106,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1107,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1108,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1109,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1110,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1111,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1112,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1113,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1114,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1115,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1116,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1117,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1118,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1119,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1120,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1121,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1122,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1123,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1124,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1125,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1126,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1127,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1128,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1129,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1130,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1131,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1132,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1133,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1134,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1135,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1136,Low,High,Medium,Medium,Low,Medium,Medium,High,Low,High,Low,High,High
1137,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1138,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1139,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1140,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1141,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1142,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1143,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1144,High,Low,Medium,Medium,Medium,Low,Medium,High,Low,High,Low,Low,Medium
1145,High,Low,Medium,Medium,Medium,Low,Low,Low,Low,Low,High,Low,Low
1146,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1147,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1148,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1149,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1150,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1151,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1152,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1153,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1154,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1155,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1156,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1157,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1158,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1159,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1160,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1161,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1162,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1163,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1164,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1165,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1166,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1167,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1168,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1169,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1170,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1171,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1172,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1173,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1174,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1175,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1176,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1177,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1178,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1179,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1180,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1181,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1182,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1183,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1184,Low,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1185,Low,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1186,Low,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1187,Low,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1188,Low,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1189,Low,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1190,Low,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1191,Low,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1192,Low,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1193,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1194,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1195,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1196,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1197,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1198,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1199,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1200,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1201,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1202,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1203,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1204,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1205,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1206,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1207,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1208,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1209,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1210,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1211,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1212,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1213,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1214,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1215,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1216,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1217,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1218,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1219,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1220,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1221,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1222,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1223,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1224,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1225,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1226,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1227,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1228,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1229,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1230,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1231,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1232,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1233,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,Medium
1234,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1235,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1236,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1237,Low,High,Medium,Medium,Low,Low,High,High,Low,Medium,Low,High,High
1238,Low,High,Medium,Medium,High,Low,Low,Low,Low,Medium,Low,High,Medium
1239,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1240,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1241,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1242,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1243,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1244,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1245,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1246,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1247,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1248,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1249,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1250,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1251,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1252,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1253,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1254,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1255,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1256,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1257,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1258,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1259,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1260,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1261,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1262,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1263,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1264,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1265,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1266,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1267,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1268,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1269,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1270,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1271,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1272,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1273,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1274,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1275,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1276,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1277,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1278,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1279,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1280,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1281,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1282,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1283,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,High
1284,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1285,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1286,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1287,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1288,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1289,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1290,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1291,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1292,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1293,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,High
1294,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1295,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1296,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1297,Low,High,Medium,Medium,Low,Low,High,High,Low,Medium,Low,High,High
1298,Low,High,Medium,Medium,High,Low,Low,Low,Low,Medium,Low,High,Medium
1299,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1300,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1301,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1302,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1303,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,High
1304,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1305,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1306,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1307,Low,High,Medium,Medium,Low,Medium,High,High,Low,Medium,Low,High,High
1308,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Medium,Low,High,Medium
1309,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1310,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1311,Low,High,Medium,Medium,Low,Low,High,High,Low,High,Low,High,High
1312,Low,High,Medium,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium
1313,Low,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1314,Low,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1315,Low,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1316,Low,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1317,Low,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1318,Low,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1319,Low,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1320,Low,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,Medium
1321,Low,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Low
1322,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
1323,High,Low,Medium,Medium,High,Low,Low,Low,Low,Low,High,Low,Low
1324,High,Low,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,Medium
1325,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1326,High,Low,Medium,Medium,Low,High,High,High,Low,Medium,Low,High,Medium
1327,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1328,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1329,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1330,High,Low,Medium,Medium,Low,High,High,High,Low,High,Low,High,High
1331,High,Low,Medium,Medium,Low,High,Low,Low,High,Low,Low,High,Medium
1332,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,Low,High
1333,Low,High,Medium,Medium,Low,High,Low,Low,Low,Low,High,Low,Medium
1334,Low,High,Medium,Medium,Low,High,Medium,High,Low,High,Low,High,High
1335,Low,High,Medium,Medium,Low,High,Low,Low,Low,Medium,Low,High,Medium
1336,Low,High,Medium,Medium,Low,Low,High,High,Low,Medium,Low,High,High
1337,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1338,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1339,Low,High,Medium,Medium,Low,Medium,High,High,Low,High,Low,High,High
1340,Low,High,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,High,Medium
1341,High,Low,Medium,Medium,High,Low,Medium,High,Low,High,Low,Low,Medium
